555
0,19,566
1,37,573
2,55,370
3,73,666
4,91,185
5,109,551
6,127,292
7,145,709
8,163,128
9,181,378
10,199,204
11,217,49
12,235,585
13,253,377
14,271,736
15,289,784
16,307,791
17,325,429
18,343,388
19,361,313
20,379,5
21,397,752
22,415,205
23,433,36
24,451,324
25,469,65
26,487,341
27,505,30
28,523,219
29,541,245
30,559,46
31,577,557
32,595,12
33,613,655
34,631,757
35,649,38
36,667,716
37,685,109
38,703,386
39,721,287
40,739,38
41,757,200
42,775,291
43,793,193
44,811,381
45,829,157
46,847,64
47,865,255
48,883,140
49,901,375
50,919,323
51,937,422
52,955,631
53,973,294
54,991,615
55,1010,572
56,1028,345
57,1046,100
58,1064,195
59,1082,219
60,1100,84
61,1118,312
62,1136,39
63,1154,221
64,1172,740
65,1190,367
66,1208,782
67,1226,535
68,1244,625
69,1262,361
70,1280,666
71,1298,693
72,1316,261
73,1334,398
74,1352,1
75,1370,230
76,1388,172
77,1406,683
78,1424,472
79,1442,133
80,1460,288
81,1478,661
82,1496,100
83,1514,222
84,1532,391
85,1550,226
86,1568,544
87,1586,34
88,1604,614
89,1622,433
90,1640,344
91,1658,694
92,1676,257
93,1694,336
94,1712,50
95,1730,350
96,1748,371
97,1766,217
98,1784,142
99,1802,121
100,1820,142
101,1838,726
102,1856,624
103,1874,664
104,1892,684
105,1910,320
106,1928,221
107,1946,250
108,1964,491
109,1982,732
110,2000,694
111,2019,481
112,2037,447
113,2055,684
114,2073,102
115,2091,607
116,2109,176
117,2127,657
118,2145,499
119,2163,679
120,2181,781
121,2199,92
122,2217,677
123,2235,668
124,2253,609
125,2271,602
126,2289,299
127,2307,393
128,2325,359
129,2343,228
130,2361,140
131,2379,61
132,2397,282
133,2415,793
134,2433,124
135,2451,568
136,2469,786
137,2487,322
138,2505,485
139,2523,136
140,2541,616
141,2559,402
142,2577,784
143,2595,41
144,2613,593
145,2631,251
146,2649,410
147,2667,74
148,2685,207
149,2703,74
150,2721,465
151,2739,608
152,2757,641
153,2775,629
154,2793,239
155,2811,72
156,2829,327
157,2847,746
158,2865,644
159,2883,122
160,2901,700
161,2919,574
162,2937,710
163,2955,371
164,2973,777
165,2991,384
166,3010,52
167,3028,84
168,3046,792
169,3064,451
170,3082,41
171,3100,268
172,3118,561
173,3136,19
174,3154,405
175,3172,768
176,3190,266
177,3208,312
178,3226,315
179,3244,672
180,3262,463
181,3280,300
182,3298,639
183,3316,345
184,3334,590
185,3352,109
186,3370,798
