100000
1,225
1,762
1,261
1,7
1,500
1,712
1,486
1,547
1,708
1,661
2,394
2,504
2,91
2,194
2,585
2,104
2,704
2,198
2,41
3,688
3,482
3,783
3,742
3,101
3,140
3,23
3,593
3,686
3,246
4,752
4,638
4,20
4,87
4,160
4,372
4,253
4,180
4,258
4,568
5,368
5,228
5,621
5,327
5,416
5,381
5,432
5,119
5,700
5,685
5,9
6,507
6,286
6,292
6,670
6,374
6,155
6,477
6,5
6,642
6,788
7,81
7,135
7,243
7,758
7,264
7,623
7,734
7,31
7,328
7,41
8,147
8,302
8,460
8,131
8,181
8,474
8,370
8,326
8,60
8,277
9,357
9,118
9,551
9,223
9,681
9,495
9,737
9,72
9,155
9,409
10,510
10,199
10,453
10,228
10,333
10,96
10,727
10,717
10,437
10,720
11,132
11,341
11,434
11,656
11,227
11,510
11,26
11,437
11,491
11,91
12,515
12,433
12,365
12,1
12,404
12,362
12,393
12,620
12,37
12,197
13,246
13,542
13,63
13,729
13,415
13,520
13,409
13,8
13,627
13,512
14,548
14,239
14,499
14,119
14,11
14,724
14,48
14,595
14,385
14,207
15,790
15,70
15,522
15,88
15,522
15,532
15,791
15,379
15,636
15,46
16,535
16,203
16,634
16,46
16,468
16,537
16,507
16,309
16,710
16,252
17,524
17,20
17,202
17,647
17,606
17,377
17,44
17,507
17,213
17,232
18,577
18,481
18,528
18,342
18,712
18,658
18,142
18,519
18,326
18,664
19,543
19,265
19,658
19,502
19,186
19,488
19,631
19,72
19,463
19,408
20,579
20,44
20,17
20,228
20,90
20,739
20,257
20,517
20,102
21,240
21,666
21,754
21,459
21,400
21,388
21,533
21,583
21,227
21,167
22,638
22,302
22,217
22,26
22,530
22,120
22,679
22,340
22,743
22,244
23,224
23,312
23,258
23,230
23,730
23,372
23,335
23,551
23,43
23,32
24,502
24,573
24,110
24,279
24,75
24,764
24,192
24,74
24,625
24,757
25,719
25,696
25,368
25,80
25,345
25,426
25,504
25,436
25,505
25,77
26,580
26,619
26,675
26,86
26,36
26,315
26,657
26,153
26,785
26,668
27,621
27,46
27,16
27,478
27,180
27,337
27,765
27,447
27,24
27,118
28,369
28,655
28,73
28,313
28,728
28,685
28,561
28,568
28,731
28,40
29,368
29,701
29,446
29,136
29,38
29,519
29,568
29,89
29,648
29,648
30,104
30,754
30,262
30,499
30,225
30,293
30,514
30,212
30,745
30,624
31,647
31,684
31,493
31,357
31,614
31,417
31,10
31,591
31,281
31,216
32,89
32,800
32,287
32,423
32,654
32,284
32,213
32,756
32,236
32,576
33,72
33,298
33,734
33,246
33,283
33,34
33,133
33,158
33,698
33,445
34,165
34,712
34,245
34,572
34,110
34,275
34,24
34,151
34,115
34,522
35,721
35,528
35,651
35,335
35,744
35,333
35,763
35,696
35,530
35,251
36,90
36,737
36,319
36,530
36,671
36,597
36,724
36,687
36,350
36,699
37,361
37,421
37,491
37,375
37,282
37,420
37,734
37,212
37,118
37,330
38,290
38,431
38,598
38,708
38,749
38,532
38,498
38,184
38,770
38,798
39,101
39,78
39,358
39,236
39,472
39,581
39,494
39,365
39,550
39,241
40,644
40,43
40,700
40,253
40,594
40,61
40,351
40,509
40,85
40,233
41,616
41,372
41,659
41,705
41,22
41,459
41,230
41,262
41,214
41,766
42,88
42,46
42,359
42,428
42,355
42,7
42,380
42,529
42,207
42,106
43,443
43,784
43,105
43,634
43,603
43,458
43,229
43,143
43,419
43,368
44,502
44,130
44,313
44,222
44,362
44,343
44,598
44,240
44,319
44,295
45,682
45,92
45,737
45,768
45,618
45,717
45,196
45,617
45,728
45,522
46,270
46,267
46,205
46,659
46,707
46,248
46,168
46,235
46,526
46,266
47,77
47,178
47,752
47,691
47,55
47,88
47,688
47,159
47,122
47,118
48,476
48,419
48,443
48,170
48,325
48,8
48,208
48,690
48,302
48,39
49,116
49,207
49,435
49,73
49,352
49,220
49,664
49,13
49,432
49,747
50,668
50,481
50,386
50,772
50,39
50,361
50,310
50,365
50,412
50,565
51,279
51,419
51,260
51,754
51,5
51,384
51,437
51,764
51,34
51,122
52,314
52,410
52,322
52,760
52,383
52,622
52,712
52,583
52,794
52,621
53,86
53,596
53,385
53,194
53,328
53,644
53,616
53,115
53,539
53,163
54,128
54,368
54,143
54,190
54,587
54,70
54,676
54,676
54,16
54,230
55,314
55,325
55,600
55,605
55,584
55,710
55,556
55,176
55,25
55,183
56,674
56,349
56,404
56,306
56,233
56,499
