620
0,17,1
1,33,795
2,49,753
3,65,600
4,81,758
5,97,327
6,113,316
7,130,115
8,146,323
9,162,399
10,178,55
11,194,95
12,210,254
13,226,258
14,242,785
15,259,45
16,275,106
17,291,447
18,307,297
19,323,329
20,339,213
21,355,583
22,371,331
23,388,628
24,404,681
25,420,227
26,436,714
27,452,514
28,468,264
29,484,775
30,500,653
31,517,713
32,533,657
33,549,592
34,565,373
35,581,103
36,597,55
37,613,163
38,630,693
39,646,258
40,662,114
41,678,747
42,694,161
43,710,710
44,726,28
45,742,238
46,759,233
47,775,475
48,791,587
49,807,299
50,823,651
51,839,414
52,855,274
53,871,289
54,888,504
55,904,247
56,920,292
57,936,341
58,952,155
59,968,268
60,984,241
61,1000,228
62,1017,612
63,1033,745
64,1049,244
65,1065,751
66,1081,669
67,1097,655
68,1113,625
69,1130,711
70,1146,774
71,1162,779
72,1178,321
73,1194,686
74,1210,4
75,1226,516
76,1242,222
77,1259,396
78,1275,375
79,1291,799
80,1307,529
81,1323,644
82,1339,618
83,1355,662
84,1371,674
85,1388,56
86,1404,644
87,1420,91
88,1436,526
89,1452,680
90,1468,243
91,1484,627
92,1501,275
93,1517,191
94,1533,360
95,1549,683
96,1565,244
97,1581,742
98,1597,11
99,1613,263
100,1630,579
101,1646,636
102,1662,379
103,1678,490
104,1694,678
105,1710,523
106,1726,389
107,1742,722
108,1759,178
109,1775,442
110,1791,196
111,1807,35
112,1823,82
113,1839,382
114,1855,219
115,1871,440
116,1888,589
117,1904,499
118,1920,342
119,1936,65
120,1952,240
121,1968,347
122,1984,768
123,2001,372
124,2017,607
125,2033,390
126,2049,613
127,2065,396
128,2081,41
129,2097,734
130,2113,93
131,2130,76
132,2146,482
133,2162,346
134,2178,348
135,2194,110
136,2210,247
137,2226,206
138,2242,24
139,2259,108
140,2275,674
141,2291,180
142,2307,736
143,2323,237
144,2339,263
145,2355,13
146,2371,262
147,2388,723
148,2404,124
149,2420,90
150,2436,591
151,2452,648
152,2468,9
153,2484,214
154,2501,709
155,2517,735
156,2533,13
157,2549,392
158,2565,351
159,2581,684
160,2597,104
161,2613,248
162,2630,512
163,2646,558
164,2662,756
165,2678,674
166,2694,555
167,2710,456
168,2726,248
169,2742,436
170,2759,148
171,2775,43
172,2791,173
173,2807,642
174,2823,354
175,2839,740
176,2855,633
177,2871,395
178,2888,235
179,2904,356
180,2920,213
181,2936,342
182,2952,298
183,2968,393
184,2984,254
185,3000,133
186,3017,580
187,3033,124
188,3049,157
189,3065,27
190,3081,175
191,3097,24
192,3113,556
193,3130,215
194,3146,765
195,3162,256
196,3178,73
197,3194,160
198,3210,520
199,3226,38
200,3242,682
201,3259,766
202,3275,580
203,3291,99
204,3307,75
205,3323,619
206,3339,586
207,3355,599
208,3371,372
209,3388,98
210,3404,389
211,3420,531
212,3436,323
213,3452,792
214,3468,200
215,3484,19
216,3500,364
217,3517,339
218,3533,160
219,3549,235
220,3565,538
221,3581,27
222,3597,276
223,3613,314
224,3630,753
225,3646,437
226,3662,33
227,3678,370
228,3694,367
229,3710,532
230,3726,222
231,3742,56
232,3759,359
233,3775,314
234,3791,747
235,3807,278
236,3823,567
237,3839,592
238,3855,216
239,3871,440
240,3888,357
241,3904,166
242,3920,30
243,3936,650
244,3952,350
245,3968,582
246,3984,573
247,4000,303
248,4017,425
249,4033,661
250,4049,438
251,4065,378
252,4081,44
253,4097,456
254,4113,195
255,4130,17
256,4146,661
257,4162,439
258,4178,367
259,4194,723
260,4210,24
261,4226,391
262,4242,315
263,4259,792
264,4275,322
265,4291,271
266,4307,132
267,4323,227
268,4339,676
269,4355,466
270,4371,734
271,4388,501
272,4404,634
273,4420,271
274,4436,6
275,4452,798
276,4468,324
277,4484,242
278,4500,749
279,4517,180
280,4533,742
281,4549,724
282,4565,146
283,4581,792
284,4597,301
285,4613,142
286,4630,386
287,4646,308
288,4662,28
289,4678,527
290,4694,484
291,4710,730
292,4726,91
293,4742,291
294,4759,138
295,4775,604
296,4791,272
297,4807,202
298,4823,503
299,4839,259
300,4855,116
301,4871,698
302,4888,1
303,4904,476
304,4920,499
305,4936,669
306,4952,594
307,4968,412
308,4984,308
309,5000,468
310,5017,427
311,5033,633
312,5049,771
313,5065,361
314,5081,500
315,5097,570
316,5113,427
317,5130,308
318,5146,782
319,5162,213
320,5178,163
321,5194,648
322,5210,145
323,5226,568
324,5242,273
325,5259,19
326,5275,728
327,5291,725
328,5307,797
329,5323,157
330,5339,358
331,5355,173
332,5371,543
333,5388,435
334,5404,512
335,5420,362
336,5436,369
337,5452,360
338,5468,392
339,5484,351
340,5500,497
341,5517,310
342,5533,388
343,5549,790
344,5565,638
345,5581,218
346,5597,540
347,5613,570
348,5630,778
349,5646,405
350,5662,358
