230
0,44,515
1,87,656
2,131,511
3,174,273
4,218,423
5,261,762
6,305,501
7,348,643
8,392,225
9,435,619
10,479,123
11,522,730
12,566,596
13,609,661
14,653,597
15,696,54
16,740,722
17,783,106
18,827,232
19,870,447
20,914,215
21,957,171
22,1001,690
23,1044,540
24,1087,748
25,1131,161
26,1174,392
27,1218,95
28,1261,381
29,1305,59
30,1348,103
31,1392,118
32,1435,566
33,1479,569
34,1522,186
35,1566,317
36,1609,655
37,1653,90
38,1696,463
39,1740,294
40,1783,633
41,1827,653
42,1870,522
43,1914,167
44,1957,79
45,2001,229
46,2044,612
47,2087,355
48,2131,501
49,2174,652
50,2218,212
51,2261,48
52,2305,328
53,2348,183
54,2392,529
55,2435,362
56,2479,224
57,2522,458
58,2566,149
59,2609,398
60,2653,592
61,2696,589
62,2740,304
63,2783,194
64,2827,353
65,2870,731
66,2914,432
67,2957,381
68,3000,352
69,3044,550
70,3087,388
71,3131,602
72,3174,793
73,3218,378
74,3261,746
75,3305,234
76,3348,37
77,3392,22
78,3435,739
79,3479,412
80,3522,598
81,3566,623
82,3609,137
83,3653,725
84,3696,132
85,3740,556
86,3783,708
87,3827,247
88,3870,195
89,3914,452
90,3957,512
91,4000,573
92,4044,328
93,4087,495
94,4131,80
95,4174,110
96,4218,493
97,4261,436
98,4305,779
99,4348,84
100,4392,471
101,4435,135
102,4479,304
103,4522,789
104,4566,780
105,4609,154
106,4653,770
107,4696,256
108,4740,513
109,4783,550
110,4827,334
111,4870,24
112,4914,664
113,4957,194
114,5000,666
115,5044,408
116,5087,26
117,5131,778
118,5174,122
119,5218,209
120,5261,354
121,5305,754
122,5348,259
123,5392,781
124,5435,459
125,5479,684
126,5522,177
127,5566,559
128,5609,144
129,5653,240
130,5696,164
131,5740,773
132,5783,726
133,5827,190
134,5870,225
135,5914,521
136,5957,192
137,6000,662
138,6044,137
139,6087,448
140,6131,93
141,6174,191
142,6218,200
143,6261,554
144,6305,262
145,6348,428
146,6392,193
147,6435,390
148,6479,140
149,6522,235
150,6566,586
151,6609,255
152,6653,108
153,6696,153
154,6740,83
155,6783,734
156,6827,196
157,6870,300
158,6914,148
159,6957,373
160,7000,590
161,7044,72
162,7087,34
163,7131,446
164,7174,794
165,7218,550
166,7261,475
167,7305,260
168,7348,177
169,7392,665
170,7435,301
171,7479,491
172,7522,353
173,7566,377
174,7609,561
175,7653,128
176,7696,143
177,7740,697
178,7783,438
179,7827,359
180,7870,47
181,7914,644
182,7957,59
183,8000,41
184,8044,708
185,8087,679
186,8131,235
187,8174,776
188,8218,49
189,8261,413
190,8305,426
191,8348,624
192,8392,224
193,8435,748
194,8479,435
195,8522,82
196,8566,119
197,8609,476
198,8653,601
199,8696,217
200,8740,69
201,8783,574
202,8827,772
203,8870,708
204,8914,125
205,8957,586
206,9000,26
207,9044,239
208,9087,534
209,9131,291
210,9174,246
211,9218,17
212,9261,267
213,9305,698
214,9348,459
215,9392,317
216,9435,376
217,9479,64
218,9522,768
219,9566,753
220,9609,184
221,9653,705
222,9696,591
223,9740,126
224,9783,126
225,9827,85
226,9870,306
227,9914,566
228,9957,323
229,10000,597
