10000
1,752
2,339
3,267
4,406
5,405
6,612
7,277
8,572
9,295
10,468
11,683
12,115
13,324
14,257
15,350
16,585
17,34
18,618
19,129
20,449
21,300
22,208
23,583
24,88
25,161
26,340
27,671
28,271
29,370
30,165
31,711
32,162
33,613
34,788
35,530
36,15
37,560
38,350
39,441
40,505
41,526
42,315
43,113
44,429
45,603
46,682
47,587
48,756
49,149
50,309
51,346
52,211
53,96
54,271
55,17
56,515
57,601
58,477
59,562
60,13
61,562
62,159
63,144
64,446
65,274
66,612
67,184
68,474
69,730
70,399
71,105
72,609
73,460
74,428
75,637
76,550
77,513
78,418
79,372
80,398
81,199
82,513
83,134
84,204
85,574
86,552
87,723
88,655
89,535
90,390
91,580
92,527
93,570
94,489
95,335
96,712
97,178
98,311
99,430
100,144
101,178
102,123
103,716
104,131
105,756
106,3
107,337
108,590
109,767
110,542
111,435
112,723
113,45
114,577
115,641
116,697
117,240
118,658
119,381
120,583
121,576
122,12
123,338
124,283
125,105
126,408
127,94
128,135
129,407
130,41
131,159
132,786
133,87
134,21
135,309
136,335
137,245
138,41
139,611
140,326
141,563
142,292
143,653
144,599
145,514
146,158
147,418
148,51
149,514
150,153
151,36
152,236
153,562
154,64
155,198
156,434
157,476
158,76
159,279
160,129
161,387
162,778
163,422
164,792
165,196
166,18
167,114
168,49
169,686
170,361
171,493
172,280
173,71
174,12
175,501
176,759
177,411
178,94
179,387
180,447
181,462
182,544
183,799
184,274
185,16
186,368
187,95
188,792
189,382
190,5
191,744
192,244
193,402
194,88
195,305
196,614
197,435
198,353
199,149
200,224
201,532
202,17
203,775
204,598
205,716
206,290
207,498
208,198
209,127
210,268
211,217
212,215
213,536
214,277
215,744
216,727
217,408
218,766
219,159
220,5
221,695
222,696
223,685
224,674
225,102
226,91
227,203
228,394
229,359
230,275
231,618
232,685
233,84
234,318
235,330
236,125
237,62
238,502
239,654
240,784
241,648
242,78
243,493
244,764
245,105
246,327
247,5
248,654
249,411
250,635
251,738
252,738
253,647
254,84
255,788
256,160
257,416
258,425
259,488
260,189
261,385
262,133
263,307
264,286
265,454
266,39
267,636
268,491
269,504
270,752
271,721
272,57
273,371
274,698
275,294
276,108
277,791
278,388
279,471
280,394
281,166
282,205
283,221
284,651
285,612
286,778
287,780
288,492
289,57
290,219
291,384
292,403
293,26
294,464
295,786
296,466
297,325
298,442
299,97
300,783
301,543
302,15
303,636
304,234
305,108
306,348
307,560
308,200
309,406
310,66
311,91
312,20
313,140
314,471
315,257
316,379
317,293
318,703
319,372
320,17
321,238
322,253
323,242
324,17
325,326
326,491
327,404
328,196
329,113
330,88
331,567
332,427
333,680
334,75
335,371
336,615
337,296
338,163
339,468
340,54
341,686
342,270
343,163
344,394
345,184
346,116
347,783
348,511
349,308
350,741
351,411
352,138
353,779
354,528
355,10
356,614
357,94
358,7
359,485
360,743
361,723
362,257
363,470
364,668
365,695
366,71
367,782
368,584
369,14
370,652
371,404
372,279
373,25
374,2
375,39
376,422
377,398
378,623
379,44
380,367
381,772
382,570
383,222
384,21
385,415
386,430
387,304
388,212
389,345
390,671
391,531
392,215
393,111
394,165
395,127
396,646
397,337
398,35
399,655
400,415
401,187
402,770
403,336
404,609
405,11
406,551
407,16
408,106
409,587
410,392
411,416
412,177
413,87
414,311
415,761
416,299
417,512
418,701
419,485
420,90
421,127
422,300
423,13
424,319
425,446
426,376
427,74
428,77
429,206
430,634
431,352
432,676
433,595
434,383
435,784
436,26
437,164
438,283
439,441
440,596
441,723
442,256
443,29
444,262
445,323
446,765
447,762
448,574
449,173
450,799
451,129
452,616
453,560
454,157
455,374
456,515
457,269
458,23
459,390
460,534
461,438
462,714
463,62
464,230
465,290
466,536
467,798
468,294
469,67
470,33
471,202
472,449
473,4
474,400
475,587
476,414
477,5
478,655
479,281
480,323
481,347
482,468
483,700
484,482
485,274
486,444
487,22
488,369
489,451
490,619
491,213
492,518
493,392
494,636
495,649
496,42
497,601
498,715
499,126
500,86
501,100
502,694
503,229
504,80
505,117
506,675
507,194
508,268
509,697
510,469
511,448
512,800
513,145
514,705
515,223
516,126
517,639
518,796
519,734
520,507
521,757
522,482
523,668
524,346
525,135
526,224
527,694
528,782
529,344
530,319
531,786
532,514
533,783
534,211
535,792
536,14
537,693
538,315
539,778
540,690
541,188
542,100
543,212
544,741
545,543
546,126
547,157
548,564
549,4
550,168
551,646
552,569
553,603
554,543
555,788
556,27
557,525
558,100
559,149
560,629
561,34
562,320
563,45
564,454
565,703
566,374
567,594
568,145
569,573
570,253
571,508
572,550
573,279
574,686
575,488
576,269
577,296
578,330
579,465
580,18
581,128
582,128
583,258
584,564
585,17
586,765
587,37
588,536
589,299
590,31
591,182
592,474
593,695
594,336
595,384
596,83
597,251
598,205
599,78
600,784
601,63
602,38
603,22
604,101
605,363
606,257
607,507
608,196
609,51
610,268
611,491
612,347
613,20
614,350
615,625
616,21
617,1
618,763
619,231
620,500
621,557
622,668
623,25
624,525
625,471
626,695
627,476
628,598
629,762
630,750
631,115
632,717
633,200
634,552
635,44
636,562
637,17
638,770
639,764
640,726
641,249
642,409
643,30
644,73
645,371
646,704
647,159
648,546
649,689
650,614
651,461
652,273
653,645
654,685
655,420
656,311
657,232
658,698
659,756
660,154
661,644
662,476
663,107
664,259
665,605
666,524
667,16
668,693
669,180
670,153
671,563
672,362
673,44
674,705
675,600
676,412
677,192
678,347
679,427
680,575
681,506
682,280
683,219
684,616
685,644
686,525
687,70
688,484
689,589
690,289
691,394
692,385
693,515
694,455
695,283
696,505
697,748
698,451
699,109
700,774
701,545
702,548
703,565
704,608
705,406
706,361
707,517
708,301
709,44
710,217
711,145
712,726
713,332
714,20
715,318
716,775
717,53
718,739
719,283
720,26
721,702
722,323
723,69
724,338
725,542
726,159
727,197
728,386
729,609
730,309
731,256
732,387
733,338
734,749
735,739
736,473
737,237
738,194
739,565
740,430
741,679
742,120
743,579
744,557
745,660
746,206
747,12
748,761
749,674
750,524
751,224
752,49
753,490
754,627
755,140
756,203
757,369
758,654
759,626
760,323
761,734
762,672
763,166
764,392
765,108
766,47
767,106
768,776
769,677
770,410
771,273
772,267
773,272
774,25
775,740
776,314
777,556
778,544
779,723
780,628
781,97
782,474
783,357
784,604
785,642
786,671
787,621
788,435
789,60
790,785
791,66
792,478
793,98
794,29
795,355
796,308
797,509
798,668
799,687
800,649
801,15
802,160
803,780
804,90
805,655
806,753
807,787
808,492
809,18
810,286
811,364
812,753
813,587
814,710
815,498
816,80
817,427
818,433
819,549
820,291
821,426
822,774
823,233
824,15
825,564
826,301
827,161
828,689
829,487
830,17
831,453
832,639
833,2
834,514
835,717
836,16
837,156
838,73
839,15
840,782
841,140
842,249
843,658
844,714
845,568
846,31
847,459
848,410
849,503
850,664
851,762
852,553
853,369
854,405
855,557
856,543
857,345
858,553
859,773
860,106
861,464
862,718
863,71
864,417
865,356
866,423
867,272
868,25
869,231
870,187
871,663
872,31
873,268
874,228
875,261
876,769
877,706
878,47
879,100
880,476
881,329
882,158
883,470
884,59
885,9
886,623
887,82
888,182
889,461
890,516
891,448
892,324
893,123
894,58
895,251
896,676
897,679
898,88
899,667
900,196
901,301
902,224
903,705
904,391
905,162
906,616
907,89
908,335
909,599
910,727
911,369
912,110
913,572
914,413
915,424
916,435
917,26
918,516
919,362
920,607
921,202
922,300
923,338
924,482
925,397
926,422
927,97
928,439
929,159
930,523
931,630
932,331
933,785
934,135
935,450
936,474
937,758
938,221
939,36
940,668
941,457
942,139
943,558
944,302
945,122
946,102
947,695
948,618
949,388
950,117
951,561
952,707
953,787
954,312
955,111
956,272
957,47
958,743
959,449
960,163
961,687
962,126
963,264
964,586
965,738
966,779
967,540
968,711
969,322
970,677
971,699
972,539
973,590
974,789
975,546
976,400
977,499
978,140
979,241
980,389
981,93
982,187
983,748
984,39
985,426
986,571
987,174
988,115
989,453
990,137
991,235
992,238
993,564
994,242
995,327
996,700
997,483
998,217
999,147
1000,97
1001,419
1002,667
1003,500
1004,117
1005,295
1006,162
1007,48
1008,315
1009,61
1010,144
1011,682
1012,101
1013,300
1014,609
1015,596
1016,79
1017,774
1018,224
1019,94
1020,746
1021,196
1022,147
1023,220
1024,497
1025,412
1026,531
1027,96
1028,220
1029,449
1030,604
1031,169
1032,352
1033,66
1034,735
1035,208
1036,243
1037,136
1038,669
1039,462
1040,527
1041,421
1042,707
1043,675
1044,605
1045,466
1046,581
1047,680
1048,78
1049,800
1050,467
1051,424
1052,585
1053,247
1054,783
1055,548
1056,718
1057,483
1058,134
1059,247
1060,537
1061,204
1062,77
1063,232
1064,673
1065,495
1066,302
1067,464
1068,315
