50000
1,463
1,59
1,714
1,630
1,269
2,171
2,224
2,93
2,6
2,595
3,260
3,679
3,333
3,360
4,612
4,453
4,235
4,30
4,394
5,247
5,473
5,424
5,16
5,626
6,197
6,64
6,643
6,320
6,6
7,386
7,546
7,7
7,529
7,683
8,759
8,779
8,101
8,542
8,688
9,251
9,385
9,701
9,368
9,525
9,717
10,530
10,542
10,115
10,672
10,508
11,448
11,645
11,555
11,31
11,317
12,470
12,55
12,101
12,145
12,725
13,579
13,241
13,487
13,497
13,771
14,55
14,209
14,226
14,628
14,706
15,182
15,671
15,682
15,501
15,539
16,243
16,471
16,665
16,210
16,376
17,218
17,580
17,336
17,362
17,52
18,679
18,510
18,534
18,248
18,240
19,742
19,732
19,240
19,506
19,407
20,288
20,714
20,29
20,470
20,452
21,63
21,589
21,681
21,139
21,475
22,368
22,706
22,419
22,125
22,326
23,228
23,172
23,604
23,358
23,571
24,526
24,581
24,78
24,300
24,555
25,767
25,386
25,647
25,532
25,592
26,492
26,735
26,566
26,136
26,204
27,245
27,529
27,4
27,100
27,735
28,525
28,73
28,336
28,710
28,313
29,192
29,353
29,221
29,81
29,423
30,488
30,53
30,376
30,418
30,274
31,319
31,39
31,664
31,22
31,403
32,234
32,624
32,667
32,197
32,771
33,538
33,158
33,368
33,411
33,226
34,482
34,422
34,799
34,629
34,578
35,593
35,192
35,223
35,66
35,44
36,194
36,305
36,82
36,610
36,253
37,188
37,699
37,384
37,776
37,278
38,780
38,469
38,303
38,259
38,356
39,728
39,161
39,421
39,271
40,39
40,428
40,82
40,271
40,113
41,51
41,472
41,485
41,274
41,679
42,451
42,270
42,389
42,580
42,287
43,447
43,524
43,796
43,771
43,230
44,358
44,756
44,457
44,427
44,599
45,602
45,100
45,446
45,581
45,384
46,354
46,354
46,461
46,171
46,99
47,249
47,230
47,702
47,424
47,343
48,242
48,688
48,437
48,60
48,394
49,354
49,589
49,209
49,275
49,726
50,592
50,239
50,411
50,290
50,378
51,641
51,234
51,436
51,582
51,690
52,433
52,236
52,250
52,84
52,672
53,790
53,578
53,592
53,407
53,727
54,525
54,13
54,36
54,372
54,324
55,225
55,259
55,140
55,185
55,248
56,470
56,442
56,324
56,650
56,681
57,320
57,374
57,588
57,686
57,388
58,515
58,412
58,103
