Clientes a inspeccionar:


1, 50, 253
2, 75, 411
3, 100, 219
4, 125, 291
5, 150, 214
7, 200, 213
8, 225, 300
10, 275, 250
11, 300, 512
12, 325, 389
13, 350, 249
14, 375, 266
15, 400, 678
16, 425, 437
17, 450, 249
19, 500, 759
20, 525, 219
21, 550, 607
23, 600, 322
24, 625, 434
25, 650, 445
26, 675, 596
27, 700, 214
29, 750, 783
31, 800, 532
32, 825, 531
33, 850, 312
34, 875, 634
35, 900, 741
38, 975, 202
39, 1000, 466
40, 1025, 623
41, 1050, 766
42, 1075, 491
43, 1100, 385
44, 1125, 705
45, 1150, 747
46, 1175, 266
47, 1200, 521
49, 1250, 620
50, 1275, 380
52, 1325, 672
53, 1350, 599
55, 1400, 316
56, 1425, 780
57, 1450, 733
60, 1525, 659
62, 1575, 638
65, 1650, 514
69, 1750, 427
71, 1800, 450
73, 1850, 575
74, 1875, 354
75, 1900, 584
77, 1950, 707
78, 1975, 661
79, 2000, 393
81, 2050, 687
83, 2100, 359
84, 2125, 630
86, 2175, 337
92, 2325, 461
96, 2425, 493
97, 2450, 543
101, 2550, 639
102, 2575, 360
103, 2600, 691
105, 2650, 646
107, 2700, 800
108, 2725, 671
109, 2750, 729
110, 2775, 525
111, 2800, 527
112, 2825, 761
113, 2850, 695
114, 2875, 698
115, 2900, 604
121, 3050, 559
125, 3150, 580
127, 3200, 482
128, 3225, 594
129, 3250, 622
133, 3350, 611
135, 3400, 593
136, 3425, 717
137, 3450, 729
140, 3525, 531
142, 3575, 672
143, 3600, 741
145, 3650, 681
147, 3700, 679
148, 3725, 784
150, 3775, 579
153, 3850, 447
155, 3900, 696
159, 4000, 629
163, 4100, 720
166, 4175, 566
167, 4200, 528
168, 4225, 552
171, 4300, 796
173, 4350, 485
176, 4425, 511
177, 4450, 730
182, 4575, 538
189, 4750, 538
194, 4875, 677
196, 4925, 792
200, 5025, 753
209, 5250, 632
212, 5325, 717
217, 5450, 603
220, 5525, 534
227, 5700, 636
228, 5725, 653
229, 5750, 775
235, 5900, 782
246, 6175, 724
257, 6450, 668
258, 6475, 653
260, 6525, 632
262, 6575, 688
264, 6625, 672
265, 6650, 738
278, 6975, 705
285, 7150, 771
293, 7350, 621
296, 7425, 623
297, 7450, 603
298, 7475, 786
303, 7600, 669
304, 7625, 696
312, 7825, 685
319, 8000, 765
321, 8050, 617
323, 8100, 788
328, 8225, 658
332, 8325, 768
335, 8400, 659
341, 8550, 756
342, 8575, 789
343, 8600, 764
366, 9175, 791
370, 9275, 794
381, 9550, 735
389, 9750, 694
391, 9800, 751
392, 9825, 748
396, 9925, 725

Clientes con datos corruptos:


