Clientes a inspeccionar:


396, 9925, 725
392, 9825, 748
391, 9800, 751
389, 9750, 694
381, 9550, 735
370, 9275, 794
366, 9175, 791
343, 8600, 764
342, 8575, 789
341, 8550, 756
335, 8400, 659
332, 8325, 768
328, 8225, 658
323, 8100, 788
321, 8050, 617
319, 8000, 765
312, 7825, 685
304, 7625, 696
303, 7600, 669
298, 7475, 786
297, 7450, 603
296, 7425, 623
293, 7350, 621
285, 7150, 771
278, 6975, 705
265, 6650, 738
264, 6625, 672
262, 6575, 688
260, 6525, 632
258, 6475, 653
257, 6450, 668
246, 6175, 724
235, 5900, 782
229, 5750, 775
228, 5725, 653
227, 5700, 636
220, 5525, 534
217, 5450, 603
212, 5325, 717
209, 5250, 632
200, 5025, 753
196, 4925, 792
194, 4875, 677
189, 4750, 538
182, 4575, 538
177, 4450, 730
176, 4425, 511
173, 4350, 485
171, 4300, 796
168, 4225, 552
167, 4200, 528
166, 4175, 566
163, 4100, 720
159, 4000, 629
155, 3900, 696
153, 3850, 447
150, 3775, 579
148, 3725, 784
147, 3700, 679
145, 3650, 681
143, 3600, 741
142, 3575, 672
140, 3525, 531
137, 3450, 729
136, 3425, 717
135, 3400, 593
133, 3350, 611
129, 3250, 622
128, 3225, 594
127, 3200, 482
125, 3150, 580
121, 3050, 559
115, 2900, 604
114, 2875, 698
113, 2850, 695
112, 2825, 761
111, 2800, 527
110, 2775, 525
109, 2750, 729
108, 2725, 671
107, 2700, 800
105, 2650, 646
103, 2600, 691
102, 2575, 360
101, 2550, 639
97, 2450, 543
96, 2425, 493
92, 2325, 461
86, 2175, 337
84, 2125, 630
83, 2100, 359
81, 2050, 687
79, 2000, 393
78, 1975, 661
77, 1950, 707
75, 1900, 584
74, 1875, 354
73, 1850, 575
71, 1800, 450
69, 1750, 427
65, 1650, 514
62, 1575, 638
60, 1525, 659
57, 1450, 733
56, 1425, 780
55, 1400, 316
53, 1350, 599
52, 1325, 672
50, 1275, 380
49, 1250, 620
47, 1200, 521
46, 1175, 266
45, 1150, 747
44, 1125, 705
43, 1100, 385
42, 1075, 491
41, 1050, 766
40, 1025, 623
39, 1000, 466
38, 975, 202
35, 900, 741
34, 875, 634
33, 850, 312
32, 825, 531
31, 800, 532
29, 750, 783
27, 700, 214
26, 675, 596
25, 650, 445
24, 625, 434
23, 600, 322
21, 550, 607
20, 525, 219
19, 500, 759
17, 450, 249
16, 425, 437
15, 400, 678
14, 375, 266
13, 350, 249
12, 325, 389
11, 300, 512
10, 275, 250
8, 225, 300
7, 200, 213
5, 150, 214
4, 125, 291
3, 100, 219
2, 75, 411
1, 50, 253

Clientes con datos corruptos:


